,height,width,hue_mean,saturation_mean,value_mean,edge,energy,y
1592527.jpg,182.0,268.0,0.15507736494115587,0.32243145680589685,0.33955022881712965,0.5275259155272825,13290.84398064622,4
2438860.jpg,182.0,268.0,0.276608738015393,0.8230116091613366,0.7198837744052844,0.4380499094807488,10195.000123011318,4
2389530.jpg,182.0,268.0,0.3838813021488378,0.2722336595898835,0.7078271377437314,0.25797332499589154,3558.038051500738,4
498091.jpg,182.0,268.0,0.29697096937721845,0.5136609987007651,0.7041810983865419,0.33731666406448985,4356.175701164507,4
1754858.jpg,182.0,268.0,0.1710909094117495,0.24591078626482857,0.5775149784368396,0.6896848502650615,14974.88469739216,4
410407.jpg,182.0,268.0,0.44037818181089333,0.196439287609936,0.4710605826716451,0.8573124322142321,23227.859849106117,4
76042.jpg,182.0,268.0,0.10793023710859305,0.5052212032089942,0.408036739380023,0.3851330640963542,5664.278866655733,4
1789083.jpg,182.0,268.0,0.4409723646345148,0.24022940886017877,0.6538651281408085,0.9321230279529394,30018.190011481056,4
5502346.jpg,182.0,268.0,0.6398788393064758,0.4866176593437923,0.4144603421161806,0.48733256191269464,10425.754428407414,4
94745.jpg,182.0,268.0,0.5671734116119976,0.28016771860427014,0.47606641967923796,0.6176215907086401,13562.166065278005,4
3229518.jpg,182.0,268.0,0.17605318035355624,0.470620287418491,0.36578484436254416,0.565736677308645,12373.42328194194,4
2924484.jpg,182.0,268.0,0.134058520972455,0.6023643355451399,0.44771665267714433,0.5985828312162623,13961.073683778908,4
1190722.jpg,182.0,268.0,0.40524536640322756,0.3350151178873755,0.28850953699505055,0.42259360085525455,11005.650647859604,4
1504300.jpg,182.0,268.0,0.3053863110029371,0.3534941695652441,0.42714594448571613,0.9444924199621453,21933.29088076103,4
77838.jpg,182.0,268.0,0.1448820758359893,0.42405377307386277,0.16556639877535398,0.7142893386706818,20696.918976545843,4
1566648.jpg,182.0,268.0,0.19288461959282635,0.18433923184346696,0.4777046409838333,0.3978685403981122,6442.779071674594,4
2355540.jpg,182.0,268.0,0.3202910603323855,0.36414483767737543,0.6139545485243466,0.6282038815514476,12996.327456125964,4
2070853.jpg,182.0,268.0,0.30040394113105323,0.6890004556488633,0.698423766751247,0.5106866297835354,10852.378669837624,4
1580346.jpg,182.0,268.0,0.6280262191073006,0.7176998331092266,0.7879518856911307,0.3880447686570642,9034.489298015418,4
1497880.jpg,182.0,268.0,0.3359279887603589,0.2571383625450224,0.25440629753623606,0.6116781262243329,14969.35952107594,4
2114490.jpg,182.0,268.0,0.45811889313708437,0.2749927803824347,0.5128955256040418,0.46985323227360465,11778.948499261933,4
397612.jpg,182.0,268.0,0.18263044855650623,0.31450142334316894,0.34954662691712735,0.49941651072619453,13842.389289814662,4
307431.jpg,182.0,268.0,0.5586856826690757,0.2085642859091255,0.5702421956153298,0.2956055450001093,4289.844759717894,4
1722476.jpg,182.0,268.0,0.34190104715824327,0.12341426194641587,0.23995069899371915,0.507481338739893,11243.946941118584,4
1319726.jpg,182.0,268.0,0.5020272664136276,0.30167408846844646,0.7159340659340659,0.7717336073215275,25482.90532228965,4
1213832.jpg,182.0,268.0,0.38190326892208326,0.16878501902727167,0.8966002244755537,0.5742005696409408,16474.58085943907,4
3567200.jpg,182.0,268.0,0.5267418136476255,0.5126069633794826,0.41741695530106415,0.36700044420046857,8507.08139248811,4
66517.jpg,182.0,268.0,0.45129130627137976,0.4829560769506003,0.5378094176821131,0.46835627752638315,12986.715105789732,4
1653827.jpg,182.0,268.0,0.11377327367367615,0.3156065032610431,0.1886950187652558,0.5781970856540664,15635.111366245694,4
2954184.jpg,182.0,268.0,0.4595590363590986,0.3769703592933457,0.8361773871431467,0.38695505087694587,6414.32319173364,4
3899932.jpg,182.0,268.0,0.21769832064991998,0.16831099610682315,0.8040379871810953,0.592881325879375,13419.912087912087,4
1568335.jpg,182.0,268.0,0.1311721628469082,0.5435030017151499,0.663583182986168,0.6109482396440078,13104.243767426604,4
1173907.jpg,182.0,268.0,0.2527634931847198,0.2742140481799113,0.4557605476174396,0.761570058558607,17719.574503854354,4
2800964.jpg,182.0,268.0,0.625044919779583,0.3560070582247261,0.664305331776798,0.36006638685316444,6868.388633754305,4
2504022.jpg,182.0,268.0,0.23611658191595625,0.8689051995907897,0.6491227604704339,0.5406439040547799,8406.816713137609,4
6071534.jpg,182.0,268.0,0.25672526771626253,0.49199674418401257,0.6081791269894871,0.5512614320320993,9286.30273085124,4
2430084.jpg,182.0,268.0,0.21807412677350885,0.46606403685737247,0.22477560484584186,0.4631961225575207,10075.559496473676,4
109729.jpg,182.0,268.0,0.5175320596595585,0.6358254363411352,0.7633802545128269,0.5623607484344308,13316.914999179924,4
3510654.jpg,182.0,268.0,0.5562839546835472,0.7147781546508836,0.36964064615513254,0.7369615476942581,15151.267795637199,4
3312868.jpg,182.0,268.0,0.6322994548018519,0.4787395878563016,0.42580721151836165,0.5499550801400741,13894.122396260456,4
4284010.jpg,182.0,268.0,0.30275760735876056,0.2576849561815038,0.5296146931792235,0.3827785525912924,9368.391914056094,4
2279353.jpg,182.0,268.0,0.5196369879127091,0.6545298256201201,0.7970864809758577,0.42437353705640235,11252.04891750041,4
3060670.jpg,182.0,268.0,0.4782784148889134,0.6976330552527377,0.5255533097280243,0.7922805163619305,22455.509553878957,4
430484.jpg,182.0,268.0,0.3271582816475032,0.21236880732287475,0.6813953020932827,0.5549449707901974,11891.15113990487,4
4007554.jpg,182.0,268.0,0.24283071469405226,0.21273872232853488,0.7826555650963027,0.47041190612836437,8186.450631458094,4
2259306.jpg,182.0,268.0,0.13353139424383187,0.20282148405761624,0.14674703406046685,0.6545861516988768,21827.904666229293,4
3231010.jpg,182.0,268.0,0.3122448106574943,0.3564019037816912,0.451364782422728,0.4551521817639023,9025.976586845989,4
1673376.jpg,182.0,268.0,0.10623492909136996,0.22535538427279359,0.6735483860593606,0.4275336625067311,8375.490446121043,4
1527626.jpg,182.0,268.0,0.4737988315234934,0.36165982412941466,0.07778375414459698,0.1795199886074565,3009.3072412661963,4
3213142.jpg,182.0,268.0,0.6593978831949802,0.23024575415570095,0.8615496370764151,0.3781257034779483,13440.05572412662,4
5222724.jpg,182.0,268.0,0.48962332543627807,0.5891120901727034,0.4834968660253998,0.43757558001756397,12401.593447597179,4
1091744.jpg,182.0,268.0,0.2387339921474923,0.20817307236787172,0.7563563083097763,0.41483084434657036,11825.418648515664,4
364484.jpg,182.0,268.0,0.05076415898843963,0.023735608167261196,0.29673151694661787,0.46518123208008855,9365.553386911595,4
436727.jpg,182.0,268.0,0.4890577206583327,0.39776933604168585,0.5856518152611218,0.6112865275108788,18053.774069214367,4
111408.jpg,182.0,268.0,0.5121529419978087,0.5330034620221404,0.20707282913165267,0.5209929118540737,14979.47990815155,4
1156326.jpg,182.0,268.0,0.3687300886572071,0.3480989762299323,0.37771195734321283,0.31958694297547086,6215.782064949975,4
306355.jpg,182.0,268.0,0.10757083924774392,0.2966136544886719,0.48700333175750204,0.45813959622068406,10490.523372150237,4
2014338.jpg,182.0,268.0,0.4394942642111888,0.5582959599771637,0.2523996854769462,0.47025651826647774,14605.468468099065,4
2475544.jpg,182.0,268.0,0.2571698449442274,0.18831598210040873,0.33161752645949316,0.29547994709270886,3680.038297523372,4
1762300.jpg,182.0,268.0,0.2895831339979099,0.31985054596869955,0.6148043718061277,0.4872559956496499,8075.043587010005,4
2555268.jpg,182.0,268.0,0.3521454678408322,0.18098088073085258,0.5834099541079347,0.358845164891055,5047.048056421191,4
3172520.jpg,182.0,268.0,0.21289254898223628,0.06084195937378592,0.8007484394446643,0.48901778059224454,9276.245038543546,4
338353.jpg,182.0,268.0,0.22580834381207515,0.07348591627609757,0.196357257024509,0.23837800190570374,2770.3125717566018,4
1405410.jpg,182.0,268.0,0.15878700566895035,0.2230623321046939,0.27397168970917873,0.6334637400974625,21664.943209775298,4
2992220.jpg,182.0,268.0,0.2509662811131743,0.25639222236811965,0.5592544710191769,0.35799558438787227,6721.232860423159,4
1020952.jpg,182.0,268.0,0.19900481352591623,0.27424751279678383,0.49903785854180943,1.0736758953277699,30450.038666557324,4
1196112.jpg,182.0,268.0,0.4505016896417842,0.6256608781671895,0.3761998025386963,0.6426915118919324,15908.018123667378,4
365215.jpg,182.0,268.0,0.16652098670965146,0.3673922183298709,0.4808872573139474,0.5626973706407413,12313.906962440544,4
1264068.jpg,182.0,268.0,0.17962697910676592,0.36245024953798466,0.5743508540040586,0.7516519751343216,18414.015294407087,4
173769.jpg,182.0,268.0,0.1294711667175469,0.4615498849563439,0.43229834987956145,0.7803665045334462,21489.565770050845,4
1465494.jpg,182.0,268.0,0.4242508632606433,0.3858787690795169,0.4968399759444536,0.46926228964357813,8683.032105953747,4
4291066.jpg,182.0,268.0,0.2737011454904604,0.8634225365496223,0.7363407590361059,0.39923443798901226,9303.72465966869,4
478337.jpg,182.0,268.0,0.18505089515464782,0.43080315753707543,0.21814360646669687,0.47604286926058687,12814.959447269148,4
2292576.jpg,182.0,268.0,0.43855819095802306,0.458012611164647,0.400174467031359,0.7300336873027912,18707.03091684435,4
2327430.jpg,182.0,268.0,0.5198256676091185,0.4725816720502133,0.47742372494347907,0.32959771378766517,6339.092627521732,4
2043931.jpg,182.0,268.0,0.13175864291275746,0.1639957374936322,0.35740584408275367,0.6412884077555514,14204.059824503855,4
1176727.jpg,182.0,268.0,0.5267120270012619,0.7443102085711891,0.6225334220944405,0.32362679625095425,6480.313391832048,4
1189042.jpg,182.0,268.0,0.4615510896059898,0.29258650676237,0.413877525751977,0.562032154543247,11844.448007216664,4
209919.jpg,182.0,268.0,0.6527296722605028,0.3191352170921967,0.5220492559825308,0.5482993347339833,8623.181277677546,4
3682160.jpg,182.0,268.0,0.32643780475417417,0.44361630044040706,0.4678619668303602,0.8410840344072279,25484.608044940134,4
65894.jpg,182.0,268.0,0.3369342141058109,0.48022717102056756,0.28973177100920733,0.22998677865280473,6734.532228965065,4
1662514.jpg,182.0,268.0,0.23243080099643104,0.3139463385776616,0.6659356739251383,0.4517841081632519,12739.85132032147,4
1391092.jpg,182.0,268.0,0.21512572630616233,0.445082356767409,0.5848529652963367,0.8353157321357814,22219.838814170904,4
1528224.jpg,182.0,268.0,0.3159148819581228,0.34245011346710297,0.41236794373317637,0.8973398055240616,22887.088322125637,4
2332801.jpg,182.0,268.0,0.08846000366741329,0.39763627032579035,0.5879251126397746,0.551257393965926,12330.270542889946,4
1015971.jpg,182.0,268.0,0.8470682859756977,0.650435174894659,0.27557075643116025,0.2976896503732202,5608.476012793177,4
180443.jpg,182.0,268.0,0.5500261910251761,0.3446790745643822,0.22557453521018053,0.3987613877890999,11471.901754961456,4
1252298.jpg,182.0,268.0,0.2537348217436694,0.3616086945383413,0.34590766272065654,0.34264014904187456,7206.569788420535,4
100332.jpg,182.0,268.0,0.2759142520201181,0.4274404336934546,0.23318057418145216,0.6274067668050072,16656.568886337544,4
1787837.jpg,182.0,268.0,0.19763317029725697,0.4120599735086984,0.40021635519879595,0.7921741883925866,19627.585369854027,4
3510820.jpg,182.0,268.0,0.13144076920874062,0.068064510594474,0.5773381798184257,0.44699269141756415,11496.921969821224,4
1883251.jpg,182.0,268.0,0.10124616051443487,0.20810535999650434,0.1669909984659765,0.33868370292536853,9599.28809250451,4
5016028.jpg,182.0,268.0,0.32634807876581723,0.21509920823999193,0.44825002331587055,0.2765310937842553,3798.3348778087584,4
1853620.jpg,182.0,268.0,0.11983958719212583,0.4418651985797491,0.31159305283537064,0.5335579862791272,13810.155937346235,4
4323536.jpg,182.0,268.0,0.5177794118842076,0.2818589505828452,0.747496357900221,0.4973095352178051,13361.627767754633,4
1667079.jpg,182.0,268.0,0.1635743067785889,0.14145398588075125,0.8706246562919083,0.5095683607645993,15538.61304740036,4
2822584.jpg,182.0,268.0,0.3525066761200447,0.5392834953672371,0.39828499712169596,1.2118969468776293,31424.382852222403,4
68493.jpg,182.0,268.0,0.4418627779295725,0.13247946377619157,0.5343334233808334,0.4380612569729682,5849.0282926029195,4
1131674.jpg,182.0,268.0,0.6512184379371084,0.47597221899462244,0.7990237886199254,0.6254531918858788,13077.05014761358,4
202909.jpg,182.0,268.0,0.4019288156907429,0.6236240778705733,0.6721339167124946,0.6025066792891213,11119.380597014926,4
1929387.jpg,182.0,268.0,0.17813207255722094,0.4330072903730446,0.21908661283112557,0.42683431919609094,8705.463629653928,4
2714900.jpg,182.0,268.0,0.007503187453163401,0.0059713451671848305,0.3820711407410266,0.5857524295597861,12690.944316877152,4
1756447.jpg,182.0,268.0,0.18885944925397188,0.3516325620463012,0.34422570405889097,0.7320268645690888,18737.05379694932,4
2286630.jpg,182.0,268.0,0.14258663185901993,0.008847317292706046,0.4054652400569872,0.6889333100308556,21048.041823847794,4
3518988.jpg,182.0,268.0,0.3803929298893789,0.5771068082836565,0.7022248968473727,0.41962868349166876,6421.33840413318,4
3593932.jpg,182.0,268.0,0.4967590424409832,0.3269355178963096,0.2928854435000177,0.4394431457299215,9087.763777267508,4
230334.jpg,182.0,268.0,0.16071222692741427,0.38167487976263126,0.42872410732375615,0.28578234233719174,3103.2253567328194,4
2357472.jpg,182.0,268.0,0.1954021693403932,0.24972697136115163,0.5511083882462283,0.5303776160867024,11950.539199606364,4
284519.jpg,182.0,268.0,0.17490370557752138,0.4394565874265419,0.40210807629596046,0.511791120550912,12201.790839757257,4
403778.jpg,182.0,268.0,0.0818646803159765,0.436888093126374,0.6865421599179281,0.5794345851970302,11964.926849270132,4
2011325.jpg,182.0,268.0,0.4917935621846564,0.26399939059695393,0.6585846623379549,0.49992069712340065,12518.546908315566,4
303348.jpg,182.0,268.0,0.37926252423006607,0.20227848468890802,0.7192071317620046,0.7177953514118709,23350.559455469902,4
119682.jpg,182.0,268.0,0.3587483204576231,0.18542341140647428,0.3256537287704978,0.544747022422547,13941.60919304576,4
816362.jpg,182.0,268.0,0.1524191346389001,0.5099342814302161,0.3115880680630461,0.6373296848100157,17131.990815154993,4
282856.jpg,182.0,268.0,0.2974134731046669,0.15114611683221532,0.7863213827436829,0.7867310099699064,23319.74007708709,4
208579.jpg,182.0,268.0,0.17123549623895365,0.5365100213289251,0.5309050256152977,0.9659768694510449,25242.721625389535,4
1104746.jpg,182.0,268.0,0.12736840528988116,0.5511769394874614,0.487656417331571,0.40971159262359175,5273.948335246842,4
2234419.jpg,182.0,268.0,0.17306188943323597,0.1844536311132518,0.2012863124583932,0.3614820487417471,7220.410570772511,4
2752724.jpg,182.0,268.0,0.10827432720236044,0.07134421440625022,0.6463938388214069,0.48422268120273154,10659.633180252584,4
3518012.jpg,182.0,268.0,0.17069493298392502,0.18313760461376924,0.16583581767954023,0.4027659300731938,10090.604764638347,4
289176.jpg,182.0,268.0,0.3176417915767663,0.625230953616066,0.5287230621295591,0.684389038580126,16101.609767098573,4
2827908.jpg,182.0,268.0,0.192468858911243,0.17253569702619576,0.3097492498721647,0.6328644071705469,14745.384287354436,4
4229236.jpg,182.0,268.0,0.03012978874018637,0.054144596648109264,0.4145905893930477,0.48053748412444863,8598.185132032148,4
1717745.jpg,182.0,268.0,0.18995856594627156,0.31424345598681025,0.5401384319514259,0.5572785734908599,12105.472691487617,4
865538.jpg,182.0,268.0,0.377575854073669,0.45300779439029937,0.6633335423721729,0.5631340398720092,12849.392078071183,4
481603.jpg,182.0,268.0,0.11363298043086054,0.1692440320143815,0.6934680186655605,0.46354650668717345,6705.324462850583,4
322526.jpg,182.0,268.0,0.19352596080341727,0.38270248691980796,0.4410212190501918,0.7577542635132798,18263.053140888962,4
2363471.jpg,182.0,268.0,0.5859013584685694,0.11372938578683923,0.7302250865903192,0.3796513365986454,7789.84713793669,4
124169.jpg,182.0,268.0,0.6163763594886654,0.2854989806902555,0.2552156798425455,0.608338361638087,16928.32163359029,4
350002.jpg,182.0,268.0,0.480445418350295,0.4743572393100188,0.32019668946798,0.724748009642086,13441.862555355092,4
2637848.jpg,182.0,268.0,0.07672110893726032,0.01244791894832799,0.8914370455415233,0.5084594913440618,14986.70087748073,4
380473.jpg,182.0,268.0,0.0655320353050505,0.07516380363702602,0.5696572888627321,0.6869630498552091,23353.997949811383,4
402406.jpg,182.0,268.0,0.3911854359947052,0.42589190928676046,0.4489429870685358,0.6992300312813675,17782.804617024765,4
2555302.jpg,182.0,268.0,0.2346680816492305,0.03681883024403958,0.9608533769420511,0.24932218218927396,4739.41737739872,4
70136.jpg,182.0,268.0,0.14632813518183796,0.6089291539455769,0.5200680501821854,0.6371313569540107,14826.332786616369,4
307197.jpg,182.0,268.0,0.5003591723507691,0.7219731180226927,0.3698536245726764,0.4721345753821056,9169.4567000164,4
902967.jpg,182.0,268.0,0.5523329162383369,0.4179817615011001,0.7627490376173431,0.32052340446436034,5027.065811054617,4
104140.jpg,182.0,268.0,0.6357717290436034,0.45830763435165395,0.2225491804069504,0.7867897057424134,23426.191733639494,4
1168773.jpg,182.0,268.0,0.24655581759084966,0.24853952065325674,0.7804492405458164,0.5593383423585374,14328.650360833197,4
2405862.jpg,182.0,268.0,0.30891876792218725,0.071049019887965,0.3837998919429999,0.29128597768585723,5486.853329506314,4
2147484.jpg,182.0,268.0,0.4983866698369165,0.4980150580444774,0.5938449317729387,0.9431752495375028,24710.687059209446,4
2106331.jpg,182.0,268.0,0.35685744927743057,0.33658395356686466,0.4545015710072777,0.7896463792038341,18072.44271773003,4
4614910.jpg,182.0,268.0,0.26163292960272544,0.10054179752151456,0.5322553361183738,0.4536067366646816,11833.910283746105,4
1059898.jpg,182.0,268.0,0.10693145975765671,0.022383085642478984,0.6849286212762947,0.4386353048289871,6618.390601935378,4
2125423.jpg,182.0,268.0,0.2288683024191487,0.17858833117580283,0.6628641697781293,0.6762424839952826,15433.82757913728,4
1701976.jpg,182.0,268.0,0.514731092558246,0.6928495973805793,0.9641073076762279,0.3075381941896822,13606.730195177955,4
2385027.jpg,182.0,268.0,0.2554241264479226,0.2645262500566852,0.5968100673105062,0.5745492453166473,13813.089224208627,4
896866.jpg,182.0,268.0,0.11518687502153852,0.03174309946373467,0.8665659260259786,0.380607368388536,9278.193619813022,4
3219604.jpg,182.0,268.0,0.45335490207983214,0.22773161341475512,0.5853717032163037,0.5807198944433307,13242.416434311957,4
88658.jpg,182.0,268.0,0.37303130148371944,0.42854398035256536,0.5159254631818284,0.6078546038031005,12849.794407085452,4
875695.jpg,182.0,268.0,0.29866655977763434,0.16711389070332033,0.23036337382254854,0.36283711396885954,12972.809783500083,4
3057836.jpg,182.0,268.0,0.17861666168125453,0.03527141966636434,0.9295543935140071,0.44667941034673503,11920.248851894374,4
35209.jpg,182.0,268.0,0.4365218010770731,0.4290394079954457,0.4963754273236274,0.5430143124538427,12720.583196654092,4
2551516.jpg,182.0,268.0,0.31513657404936046,0.24695710789081055,0.5225244173444349,0.8707152855272488,19430.2723880597,4
168845.jpg,182.0,268.0,0.19195565673058887,0.09672902663702665,0.8145913129890302,0.37105439928063794,6658.632401180908,4
395514.jpg,182.0,268.0,0.3924462757093819,0.4199079970120338,0.6688229022952464,0.6057494068803592,16046.069829424307,4
416825.jpg,182.0,268.0,0.2860299416342924,0.3063786620806794,0.44453797592515765,0.5569023904606633,12207.902411021814,4
1320378.jpg,182.0,268.0,0.2786957570741355,0.4815674459959137,0.44502881520001797,0.4421281853643799,9797.657454485812,4
1511400.jpg,182.0,268.0,0.19629303035806667,0.43951825582645876,0.7218163384756889,0.5497574011509059,12385.847301951779,4
5326448.jpg,182.0,268.0,0.18939077422054018,0.5253790868429643,0.7761766474672533,0.7097279294618757,23754.948745284568,4
1333667.jpg,182.0,268.0,0.14221981746028842,0.11337404119190464,0.7474905691323603,0.34019402111240954,5744.270132852223,4
1708537.jpg,182.0,268.0,0.5651422204820474,0.2823096124167027,0.5738652407001836,0.5040477166613966,9089.840413318025,4
1648188.jpg,182.0,268.0,0.5061752378061788,0.17006440656837352,0.39242290486803216,0.3205741948287259,5999.301459734295,4
1931549.jpg,182.0,268.0,0.1691706564793141,0.4842157885556314,0.6184895657459311,0.47000523031084135,7499.792602919469,4
1546653.jpg,182.0,268.0,0.25686020616370353,0.26856752663548067,0.4743687027049626,0.4710675817001337,8188.908479580122,4
451090.jpg,182.0,268.0,0.2647367183458944,0.21241672191013972,0.692616346194046,0.8419960092479024,27123.457069050353,4
390005.jpg,182.0,268.0,0.5476802605632669,0.24441321068354702,0.5422540658054267,0.2315750050924622,2980.3958914220107,4
78820.jpg,182.0,268.0,0.6463553754037589,0.7636246175202251,0.700063756846022,0.4300366210610907,5793.657864523536,4
37404.jpg,182.0,268.0,0.26669602185409697,0.5542426792120836,0.42216197615670836,0.5696199985162902,14137.022060029523,4
3219678.jpg,182.0,268.0,0.5561039383627756,0.37755485892875307,0.49789883806565105,0.6484246119130193,15519.903067082172,4
373193.jpg,182.0,268.0,0.03143461399418887,0.11012933098636571,0.13220082522101836,0.4078159665404288,14088.053058881416,4
1748158.jpg,182.0,268.0,0.5215498496556761,0.2705240681636254,0.40239799708632024,0.5445076169931727,12732.42574216828,4
85548.jpg,182.0,268.0,0.33029141893952446,0.03281093808505574,0.6879264794321862,0.6872506414055393,19675.77603739544,4
92011.jpg,182.0,268.0,0.4600330225624257,0.06297139774646593,0.6577582353262775,0.5312776531581427,10289.240118090864,4
4082596.jpg,182.0,268.0,0.24319004760389795,0.6193980681371969,0.6728459351593681,0.5638389406476481,10876.212235525669,4
2294729.jpg,182.0,268.0,0.11484755052478073,0.31581195885024493,0.658714668416161,0.4540630589655928,7388.013490241102,4
3986532.jpg,182.0,268.0,0.07160823718515995,0.15967191017595317,0.08238735218542066,0.1955039324799787,4684.404297195342,4
449121.jpg,182.0,268.0,0.40050713171054175,0.7427187297856812,0.5100332210955565,0.6392341059961286,12275.610833196653,4
3892434.jpg,182.0,268.0,0.42006784009527115,0.30381727637152045,0.7130043865996457,0.6198593065945349,14363.563186813188,4
5432446.jpg,182.0,268.0,0.4814797437723094,0.2298453769194399,0.6002019636786977,0.4492040053530548,9171.170903723143,4
379225.jpg,182.0,268.0,0.1296509706056267,0.040747406682223,0.8996917481114145,0.46730558595103855,12136.865835656881,4
236576.jpg,182.0,268.0,0.3415386250524881,0.3189039144794582,0.4500133463259012,0.7181106124164259,19258.509020829915,4
322802.jpg,182.0,268.0,0.5541013886528974,0.3169335313717595,0.36160036919475025,0.5816228153474048,13464.645071346564,4
3720794.jpg,182.0,268.0,0.46127665639578835,0.4389352198188769,0.2463961704084619,0.4653091318961716,7878.9973347547975,4
2279313.jpg,182.0,268.0,0.21348203955509001,0.3233129408028392,0.44138486623122275,0.550574268101455,10018.716909955716,4
1671547.jpg,182.0,268.0,0.338917654427257,0.28916069622775836,0.13499245852187028,0.4097093377649237,11319.227488928982,4
5278868.jpg,182.0,268.0,0.30027625787513457,0.6471939212067405,0.41717406824957315,0.4543302720707436,8605.458176152206,4
172202.jpg,182.0,268.0,0.09013140534263102,0.3846670868478337,0.6774738138653854,0.6841406900773049,15639.540101689356,4
1249415.jpg,182.0,268.0,0.5424150575114035,0.7817962321204349,0.6298973780097573,0.5025430390999682,11880.91983762506,4
1777551.jpg,182.0,268.0,0.18695485356233063,0.28036738250405274,0.6787874621720101,0.9202278413637115,32502.82971133344,4
57880.jpg,182.0,268.0,0.1094121869033351,0.2594448020100749,0.616946296314163,0.4747894671851351,6947.942594718714,4
1563778.jpg,182.0,268.0,0.20568889857112416,0.5678923306853876,0.4222870778621437,0.660046697537254,14001.392693127767,4
3148952.jpg,182.0,268.0,0.26579661603217397,0.3868359968877762,0.3363869083798846,0.4462535219005226,7151.734418566508,4
473733.jpg,182.0,268.0,0.2697635865498658,0.18643706657835243,0.12933643032413883,0.3075081307851691,6835.897777595539,4
1014673.jpg,182.0,268.0,0.4489209040703378,0.226752199762375,0.49763898670834583,0.7980913107086438,21078.23970805314,4
181733.jpg,182.0,268.0,0.0771397988665538,0.7350261012026047,0.5762702325476688,0.4941763943515724,10749.233844513696,4
385048.jpg,182.0,268.0,0.35967259582680017,0.4723279429253963,0.5535742425558052,0.8955426906685581,32113.374323437758,4
112373.jpg,182.0,268.0,0.14237760198742894,0.4627424791556869,0.7494738653210997,0.4962511109052932,10581.326431031655,4
249751.jpg,182.0,268.0,0.7808892812447582,0.5160416221520994,0.487842783496866,0.37971883169442733,9117.167336394949,4
1600841.jpg,182.0,268.0,0.4553388907287023,0.24622782463934606,0.7280612130041455,0.5129380470414467,14979.455920944727,4
961209.jpg,182.0,268.0,0.4039589688777883,0.21422774632915337,0.5911832241507395,0.6165087928332061,11342.496596686895,4
2332522.jpg,182.0,268.0,0.29457135516884897,0.2684944067966319,0.1575873862748314,0.27765972694209495,3970.3202394620307,4
75323.jpg,182.0,268.0,0.2015207667556007,0.32046944392616344,0.7340841847646061,0.7815003512349608,22067.99147121535,4
117907.jpg,182.0,268.0,0.4580743617786728,0.45458702718533495,0.5291293210740095,0.67765534835105,17960.16545022142,4
1542485.jpg,182.0,268.0,0.5878652071266667,0.6083179691269601,0.40492157827539743,0.749634039477618,16108.33856814827,4
139491.jpg,182.0,268.0,0.2438865396683503,0.19642144474362386,0.6592921784098256,0.6698810021160934,15161.028005576512,4
1116184.jpg,182.0,268.0,0.1096895792514331,0.03581160622566688,0.21318014002386257,0.5315434859608261,19946.898310644578,4
5278466.jpg,182.0,268.0,0.1592584117992378,0.25480910506344906,0.4053932020569421,0.5285137345355508,11354.278948663277,4
481348.jpg,182.0,268.0,0.2117821787757361,0.1895509782125729,0.7840194631239409,0.6259658069801318,19209.989790060685,4
1826692.jpg,182.0,268.0,0.38915994327551934,0.36700383150228016,0.6610576722078041,0.5915757701135343,15179.652739051993,4
149281.jpg,182.0,268.0,0.37006413168364877,0.29782468747079577,0.24997901571650474,0.5169242817762237,14373.058963424635,4
1093842.jpg,182.0,268.0,0.16926856350292588,0.16904917927669974,0.378162677240816,0.5078515707894118,9540.032269968837,4
1774438.jpg,182.0,268.0,0.5166552172605683,0.4315621435514866,0.3274299961086616,0.9414593669647272,27660.21695095949,4
1609145.jpg,182.0,268.0,0.02831936927086181,0.014843436493557401,0.8353934914953353,0.5439114425794913,17680.322535673284,4
278622.jpg,182.0,268.0,0.47695809195515754,0.5515576813433106,0.3906947968624878,0.49190546024612475,5907.296744300475,4
1788461.jpg,182.0,268.0,0.16711949589857225,0.11759195162741785,0.39561565154190265,0.5340115932944759,10707.252050188617,4
4341532.jpg,182.0,268.0,0.5587680334420344,0.2962766728154556,0.371502217419689,0.34957573397843006,6597.29489913072,4
5434972.jpg,182.0,268.0,0.3714714162101793,0.6084651037701438,0.4342276979678208,0.5026336165229806,9270.557364277514,4
229075.jpg,182.0,268.0,0.1363608122138565,0.26184045750817675,0.38794384573576846,0.2856299810585788,4196.870182056749,4
1398949.jpg,182.0,268.0,0.2807839597059902,0.2919838080547731,0.4004785381431562,0.8268787339017158,17945.06659012629,4
3741860.jpg,182.0,268.0,0.10620085571561902,0.7669674155897019,0.8891520098280415,0.31264520322168754,3064.132442184681,4
2558550.jpg,182.0,268.0,0.10737071123726045,0.5303150677299131,0.5159540854229178,0.08712759549380736,176.0888961784484,4
1397511.jpg,182.0,268.0,0.38018265413615054,0.33103852477646406,0.7205816425307207,0.9949772026649862,33407.91044776119,4
93465.jpg,182.0,268.0,0.27626605641716434,0.46829942887432213,0.5887931866202278,1.0297346084053693,27929.273700180416,4
4477936.jpg,182.0,268.0,0.5440867322562284,0.3904652894584652,0.1346905581980209,0.13178148646677731,990.130432999836,4
1992193.jpg,182.0,268.0,0.6048353278178961,0.6227617553870709,0.6763159798936796,0.2299781309195777,4393.828399212727,4
419806.jpg,182.0,268.0,0.1788929008993781,0.5246638231885433,0.1949268685660257,0.6352871634999232,16162.31499097917,4
